account_id,customer_id,account_type,account_category,product_family,deposit_credit_type,interest_bearing_flag,risk_category,currency_code,is_active_product,account_status,balance,opened_date,closed_date,branch_code,branch_name,branch_city,branch_state,branch_country,branch_region,branch_type,is_active_branch,created_date,updated_date
A00908,C00154,Checking,Deposit,Retail Banking,Deposit,0,Low,CAD,1,ACTIVE,47955.61,2015-03-21,,BR004,Halifax Branch 4,Halifax,Nova Scotia,Canada,Atlantic,Retail,1,2015-03-21,2026-08-18
A00909,C00867,Line of Credit,Credit,Lending,Credit,1,Medium,CAD,1,A,96855.56,2025-07-20,,BR004,Montreal Branch 4,Montreal,Quebec,Canada,Central,Retail,1,2025-07-20,2026-08-18
A00910,C00828,Checking,Deposit,Retail Banking,Deposit,0,Low,CAD,1,C,28539.49,2019-03-20,2020-07-29,BR018,Halifax Branch 18,Halifax,Nova Scotia,Canada,Atlantic,Retail,1,2019-03-20,2026-08-18
A00911,C01198,Checking,Deposit,Retail Banking,Deposit,0,Low,CAD,1,CLOSED,57647.78,2021-03-04,2026-08-11,BR007,Halifax Branch 7,Halifax,Nova Scotia,Canada,Atlantic,Retail,1,2021-03-04,2026-08-18
A00912,C00196,Checking,Deposit,Retail Banking,Deposit,0,Low,CAD,1,CLOSED,79368.7,2010-03-24,2023-01-23,BR001,Toronto Branch 1,Toronto,Ontario,Canada,Central,Retail,1,2010-03-24,2026-08-18
A00913,C00052,Credit Card,Credit,Cards,Credit,1,Medium,CAD,1,A,5585.28,2022-05-16,,BR018,Toronto Branch 18,Toronto,Ontario,Canada,Central,Retail,1,2022-05-16,2026-08-18
A00914,C00913,Savings,Deposit,Retail Banking,Deposit,1,Low,CAD,1,A,39706.24,2024-01-07,,BR007,Vancouver Branch 7,Vancouver,British Columbia,Canada,West,Retail,1,2024-01-07,2026-08-18
A00915,C00379,Savings,Deposit,Retail Banking,Deposit,1,Low,CAD,1,ACTIVE,,2010-01-10,,BR007,Montreal Branch 7,Montreal,Quebec,Canada,Central,Retail,1,2010-01-10,2026-08-18
A00916,C00903,Line of Credit,Credit,Lending,Credit,1,Medium,CAD,1,CLOSED,21999.61,2015-05-09,2021-11-28,BR004,Vancouver Branch 4,Vancouver,British Columbia,Canada,West,Retail,1,2015-05-09,2026-08-18
A00917,C01106,Checking,Deposit,Retail Banking,Deposit,0,Low,CAD,1,ACTIVE,91545.92,2018-08-14,,BR001,Calgary Branch 1,Calgary,Alberta,Canada,West,Retail,1,2018-08-14,2026-08-18
A00918,C01127,Checking,Deposit,Retail Banking,Deposit,0,Low,CAD,1,C,5616.99,2011-12-13,2017-11-11,BR012,Calgary Branch 12,Calgary,Alberta,Canada,West,Retail,1,2011-12-13,2026-08-18
A00919,C00324,Credit Card,Credit,Cards,Credit,1,Medium,CAD,1,ACTIVE,12285.67,2017-12-20,,BR023,Halifax Branch 23,Halifax,Nova Scotia,Canada,Atlantic,Retail,1,2017-12-20,2026-08-18
A00920,C00713,Line of Credit,Credit,Lending,Credit,1,Medium,CAD,1,A,82135.77,2012-03-19,,BR008,Toronto Branch 8,Toronto,Ontario,Canada,Central,Retail,1,2012-03-19,2026-08-18
A00921,C00679,Savings,Deposit,Retail Banking,Deposit,1,Low,CAD,1,CLOSED,44982.53,2023-01-05,2025-06-12,BR021,Montreal Branch 21,Montreal,Quebec,Canada,Central,Retail,1,2023-01-05,2026-08-18
A00922,C01002,Checking,Deposit,Retail Banking,Deposit,0,Low,CAD,1,C,97711.66,2015-09-21,2019-10-17,BR019,Vancouver Branch 19,Vancouver,British Columbia,Canada,West,Retail,1,2015-09-21,2026-08-18
A00923,C00891,CREDIT CARD,Credit,Cards,Credit,1,Medium,CAD,1,A,50319.38,2021-01-15,,BR018,Calgary Branch 18,Calgary,Alberta,Canada,West,Retail,1,2021-01-15,2026-08-18
A00924,C00348,Credit Card,Credit,Cards,Credit,1,Medium,CAD,1,C,40984.72,2023-12-16,2026-02-24,BR001,Halifax Branch 1,Halifax,Nova Scotia,Canada,Atlantic,Retail,1,2023-12-16,2026-08-18
A00925,C00096,Savings,Deposit,Retail Banking,Deposit,1,Low,CAD,1,A,56287.0,2010-11-23,,BR006,Calgary Branch 6,Calgary,Alberta,Canada,West,Retail,1,2010-11-23,2026-08-18
A00926,C00531,Checking,Deposit,Retail Banking,Deposit,0,Low,CAD,1,C,61779.5,2012-06-25,2017-11-27,BR009,Toronto Branch 9,Toronto,Ontario,Canada,Central,Retail,1,2012-06-25,2026-08-18
A00927,C00014,Savings,Deposit,Retail Banking,Deposit,1,Low,CAD,1,C,24350.25,2017-03-06,2019-06-02,BR006,Calgary Branch 6,Calgary,Alberta,Canada,West,Retail,1,2017-03-06,2026-08-18
A00928,C00679,Checking,Deposit,Retail Banking,Deposit,0,Low,CAD,1,ACTIVE,80863.54,2021-02-02,,BR021,Toronto Branch 21,Toronto,Ontario,Canada,Central,Retail,1,2021-02-02,2026-08-18
A00929,C00673,Credit Card,Credit,Cards,Credit,1,Medium,CAD,1,ACTIVE,98925.71,2013-10-24,,BR010,Halifax Branch 10,Halifax,Nova Scotia,Canada,Atlantic,Retail,1,2013-10-24,2026-08-18
A00930,C00503,Savings,Deposit,Retail Banking,Deposit,1,Low,CAD,1,C,62190.05,2022-10-17,2024-01-16,BR025,Toronto Branch 25,Toronto,Ontario,Canada,Central,Retail,1,2022-10-17,2026-08-18
A00931,C00015,Checking,Deposit,Retail Banking,Deposit,0,Low,CAD,1,ACTIVE,59005.6,2019-04-13,,BR005,Toronto Branch 5,Toronto,Ontario,Canada,Central,Retail,1,2019-04-13,2026-08-18
A00932,C01188,Savings,Deposit,Retail Banking,Deposit,1,Low,CAD,1,C,26657.4,2017-02-05,2025-08-14,BR006,Montreal Branch 6,Montreal,Quebec,Canada,Central,Retail,1,2017-02-05,2026-08-18
A00933,C00293,Savings,Deposit,Retail Banking,Deposit,1,Low,CAD,1,C,95113.57,2020-10-13,2022-05-14,BR004,Vancouver Branch 4,Vancouver,British Columbia,Canada,West,Retail,1,2020-10-13,2026-08-18
A00934,C00570,Checking,Deposit,Retail Banking,Deposit,0,Low,CAD,1,CLOSED,30553.5,2022-04-03,2024-11-29,BR012,Vancouver Branch 12,Vancouver,British Columbia,Canada,West,Retail,1,2022-04-03,2026-08-18
A00935,C00918,CHEQUING,Deposit,Retail Banking,Deposit,0,Low,CAD,1,C,8837.13,2010-07-06,2024-12-19,BR007,Halifax Branch 7,Halifax,Nova Scotia,Canada,Atlantic,Retail,1,2010-07-06,2026-08-18
A00936,C00470,CREDIT CARD,Credit,Cards,Credit,1,Medium,CAD,1,ACTIVE,39250.08,2013-10-05,,BR003,Calgary Branch 3,Calgary,Alberta,Canada,West,Retail,1,2013-10-05,2026-08-18
A00937,C00970,Savings,Deposit,Retail Banking,Deposit,1,Low,CAD,1,CLOSED,94387.49,2021-04-24,2022-02-10,BR009,Vancouver Branch 9,Vancouver,British Columbia,Canada,West,Retail,1,2021-04-24,2026-08-18
A00938,C00053,Credit Card,Credit,Cards,Credit,1,Medium,CAD,1,A,89678.56,2022-05-13,,BR005,Toronto Branch 5,Toronto,Ontario,Canada,Central,Retail,1,2022-05-13,2026-08-18
A00939,C01092,Line of Credit,Credit,Lending,Credit,1,Medium,CAD,1,A,56893.73,2024-04-01,,BR006,Halifax Branch 6,Halifax,Nova Scotia,Canada,Atlantic,Retail,1,2024-04-01,2026-08-18
A00940,C00129,Credit Card,Credit,Cards,Credit,1,Medium,CAD,1,ACTIVE,16204.64,2014-05-02,,BR004,Montreal Branch 4,Montreal,Quebec,Canada,Central,Retail,1,2014-05-02,2026-08-18
A00941,C00286,Credit Card,Credit,Cards,Credit,1,Medium,CAD,1,C,26726.03,2020-06-01,2021-07-21,BR024,Toronto Branch 24,Toronto,Ontario,Canada,Central,Retail,1,2020-06-01,2026-08-18
A00942,C00994,Savings,Deposit,Retail Banking,Deposit,1,Low,CAD,1,A,51501.18,2013-05-08,,BR015,Calgary Branch 15,Calgary,Alberta,Canada,West,Retail,1,2013-05-08,2026-08-18
A00943,C00515,Line of Credit,Credit,Lending,Credit,1,Medium,CAD,1,ACTIVE,37123.35,2018-08-20,,BR024,Toronto Branch 24,Toronto,Ontario,Canada,Central,Retail,1,2018-08-20,2026-08-18
A00944,C00659,Checking,Deposit,Retail Banking,Deposit,0,Low,CAD,1,ACTIVE,70673.7,2012-09-18,,BR009,Toronto Branch 9,Toronto,Ontario,Canada,Central,Retail,1,2012-09-18,2026-08-18
A00945,C00085,SAVING,Deposit,Retail Banking,Deposit,1,Low,CAD,1,C,54044.52,2015-12-01,2024-08-25,BR016,Calgary Branch 16,Calgary,Alberta,Canada,West,Retail,1,2015-12-01,2026-08-18
A00946,C00349,Line of Credit,Credit,Lending,Credit,1,Medium,CAD,1,ACTIVE,88003.07,2022-10-07,,BR025,Vancouver Branch 25,Vancouver,British Columbia,Canada,West,Retail,1,2022-10-07,2026-08-18
A00947,C01112,Line of Credit,Credit,Lending,Credit,1,Medium,CAD,1,A,16175.88,2013-06-28,,BR015,Montreal Branch 15,Montreal,Quebec,Canada,Central,Retail,1,2013-06-28,2026-08-18
A00948,C01080,Credit Card,Credit,Cards,Credit,1,Medium,CAD,1,C,50097.35,2018-01-17,2025-04-07,BR012,Vancouver Branch 12,Vancouver,British Columbia,Canada,West,Retail,1,2018-01-17,2026-08-18
A00949,C00829,Checking,Deposit,Retail Banking,Deposit,0,Low,CAD,1,CLOSED,79270.34,2015-06-23,2023-07-11,BR005,Calgary Branch 5,Calgary,Alberta,Canada,West,Retail,1,2015-06-23,2026-08-18
A00950,C00345,Checking,Deposit,Retail Banking,Deposit,0,Low,CAD,1,ACTIVE,65675.45,2018-07-16,,BR025,Halifax Branch 25,Halifax,Nova Scotia,Canada,Atlantic,Retail,1,2018-07-16,2026-08-18
A00951,C00803,Credit Card,Credit,Cards,Credit,1,Medium,CAD,1,C,37009.83,2016-11-28,2025-04-04,BR019,Montreal Branch 19,Montreal,Quebec,Canada,Central,Retail,1,2016-11-28,2026-08-18
A00952,C00376,Checking,Deposit,Retail Banking,Deposit,0,Low,CAD,1,C,75375.69,2015-03-06,2015-06-14,BR018,Calgary Branch 18,Calgary,Alberta,Canada,West,Retail,1,2015-03-06,2026-08-18
A00953,C00516,Credit Card,Credit,Cards,Credit,1,Medium,CAD,1,ACTIVE,55023.3,2015-05-15,,BR007,Vancouver Branch 7,Vancouver,British Columbia,Canada,West,Retail,1,2015-05-15,2026-08-18
A00954,C00179,Checking,Deposit,Retail Banking,Deposit,0,Low,CAD,1,ACTIVE,24191.23,2012-03-26,,BR009,Halifax Branch 9,Halifax,Nova Scotia,Canada,Atlantic,Retail,1,2012-03-26,2026-08-18
A00955,C00856,Credit Card,Credit,Cards,Credit,1,Medium,CAD,1,A,60351.2,2015-10-01,,BR021,Calgary Branch 21,Calgary,Alberta,Canada,West,Retail,1,2015-10-01,2026-08-18
A00956,C00108,Line of Credit,Credit,Lending,Credit,1,Medium,CAD,1,CLOSED,-475.2,2024-01-05,2025-03-18,BR011,Toronto Branch 11,Toronto,Ontario,Canada,Central,Retail,1,2024-01-05,2026-08-18
A00957,C00039,Credit Card,Credit,Cards,Credit,1,Medium,CAD,1,CLOSED,28146.55,2016-03-03,2025-08-17,BR002,Vancouver Branch 2,Vancouver,British Columbia,Canada,West,Retail,1,2016-03-03,2026-08-18
A00958,C00760,Checking,Deposit,Retail Banking,Deposit,0,Low,CAD,1,A,57279.54,2012-01-24,,BR008,Calgary Branch 8,Calgary,Alberta,Canada,West,Retail,1,2012-01-24,2026-08-18
A00959,C00456,Checking,Deposit,Retail Banking,Deposit,0,Low,CAD,1,C,8911.44,2015-03-06,2025-08-28,BR019,Calgary Branch 19,Calgary,Alberta,Canada,West,Retail,1,2015-03-06,2026-08-18
A00960,C00077,Line of Credit,Credit,Lending,Credit,1,Medium,CAD,1,ACTIVE,45871.06,2011-07-01,,BR022,Halifax Branch 22,Halifax,Nova Scotia,Canada,Atlantic,Retail,1,2011-07-01,2026-08-18
A00961,C00266,Credit Card,Credit,Cards,Credit,1,Medium,CAD,1,CLOSED,47137.16,2018-07-04,2019-03-15,BR014,Vancouver Branch 14,Vancouver,British Columbia,Canada,West,Retail,1,2018-07-04,2026-08-18
A00962,C00468,Line of Credit,Credit,Lending,Credit,1,Medium,CAD,1,C,979.9,2016-12-17,2017-02-27,BR011,Montreal Branch 11,Montreal,Quebec,Canada,Central,Retail,1,2016-12-17,2026-08-18
A00963,C00301,Line of Credit,Credit,Lending,Credit,1,Medium,CAD,1,A,44191.64,2016-05-14,,BR014,Toronto Branch 14,Toronto,Ontario,Canada,Central,Retail,1,2016-05-14,2026-08-18
A00964,C00531,Checking,Deposit,Retail Banking,Deposit,0,Low,CAD,1,CLOSED,749.3,2016-04-26,2017-09-07,BR020,Halifax Branch 20,Halifax,Nova Scotia,Canada,Atlantic,Retail,1,2016-04-26,2026-08-18
A00965,C00715,Credit Card,Credit,Cards,Credit,1,Medium,CAD,1,ACTIVE,71399.33,2023-05-05,,BR013,Halifax Branch 13,Halifax,Nova Scotia,Canada,Atlantic,Retail,1,2023-05-05,2026-08-18
A00966,C00796,Credit Card,Credit,Cards,Credit,1,Medium,CAD,1,CLOSED,46124.16,2013-12-07,2018-01-08,BR022,Montreal Branch 22,Montreal,Quebec,Canada,Central,Retail,1,2013-12-07,2026-08-18
A00967,C00599,Credit Card,Credit,Cards,Credit,1,Medium,CAD,1,ACTIVE,78898.93,2023-01-14,,BR020,Vancouver Branch 20,Vancouver,British Columbia,Canada,West,Retail,1,2023-01-14,2026-08-18
A00968,C00205,CHEQUING,Deposit,Retail Banking,Deposit,0,Low,CAD,1,A,47074.84,2011-05-14,,BR011,Calgary Branch 11,Calgary,Alberta,Canada,West,Retail,1,2011-05-14,2026-08-18
A00969,C00375,Line of Credit,Credit,Lending,Credit,1,Medium,CAD,1,ACTIVE,16829.77,2012-08-20,,BR023,Halifax Branch 23,Halifax,Nova Scotia,Canada,Atlantic,Retail,1,2012-08-20,2026-08-18
A00970,C00160,Savings,Deposit,Retail Banking,Deposit,1,Low,CAD,1,CLOSED,26294.17,2019-09-08,2023-03-21,BR009,Toronto Branch 9,Toronto,Ontario,Canada,Central,Retail,1,2019-09-08,2026-08-18
A00971,C01027,Line of Credit,Credit,Lending,Credit,1,Medium,CAD,1,CLOSED,33191.73,2017-05-12,2026-03-14,BR007,Toronto Branch 7,Toronto,Ontario,Canada,Central,Retail,1,2017-05-12,2026-08-18
A00972,C01098,Line of Credit,Credit,Lending,Credit,1,Medium,CAD,1,A,16133.53,2018-08-19,,BR010,Calgary Branch 10,Calgary,Alberta,Canada,West,Retail,1,2018-08-19,2026-08-18
A00973,C00355,Credit Card,Credit,Cards,Credit,1,Medium,CAD,1,A,27727.84,2022-03-14,,BR015,Toronto Branch 15,Toronto,Ontario,Canada,Central,Retail,1,2022-03-14,2026-08-18
A00974,C00695,Checking,Deposit,Retail Banking,Deposit,0,Low,CAD,1,C,65110.11,2023-12-23,2024-03-26,BR001,Calgary Branch 1,Calgary,Alberta,Canada,West,Retail,1,2023-12-23,2026-08-18
A00975,C00571,Checking,Deposit,Retail Banking,Deposit,0,Low,CAD,1,CLOSED,17025.3,2020-11-11,2023-12-13,BR013,Calgary Branch 13,Calgary,Alberta,Canada,West,Retail,1,2020-11-11,2026-08-18
A00976,C01093,Checking,Deposit,Retail Banking,Deposit,0,Low,CAD,1,ACTIVE,,2010-01-19,,BR016,Montreal Branch 16,Montreal,Quebec,Canada,Central,Retail,1,2010-01-19,2026-08-18
A00977,C00455,Savings,Deposit,Retail Banking,Deposit,1,Low,CAD,1,CLOSED,73572.44,2023-01-10,2025-05-29,BR010,Montreal Branch 10,Montreal,Quebec,Canada,Central,Retail,1,2023-01-10,2026-08-18
A00978,C00169,Line of Credit,Credit,Lending,Credit,1,Medium,CAD,1,CLOSED,39316.02,2018-05-07,2019-01-01,BR013,Calgary Branch 13,Calgary,Alberta,Canada,West,Retail,1,2018-05-07,2026-08-18
A00979,C00479,Line of Credit,Credit,Lending,Credit,1,Medium,CAD,1,CLOSED,67783.38,2023-05-14,2024-03-08,BR013,Montreal Branch 13,Montreal,Quebec,Canada,Central,Retail,1,2023-05-14,2026-08-18
A00980,C01170,Line of Credit,Credit,Lending,Credit,1,Medium,CAD,1,C,51706.46,2012-06-22,2014-07-05,BR017,Calgary Branch 17,Calgary,Alberta,Canada,West,Retail,1,2012-06-22,2026-08-18
A00981,C00023,Savings,Deposit,Retail Banking,Deposit,1,Low,CAD,1,ACTIVE,57474.9,2014-08-16,,BR004,Halifax Branch 4,Halifax,Nova Scotia,Canada,Atlantic,Retail,1,2014-08-16,2026-08-18
A00982,C00745,Credit Card,Credit,Cards,Credit,1,Medium,CAD,1,CLOSED,28650.62,2011-12-15,2012-06-29,BR008,Montreal Branch 8,Montreal,Quebec,Canada,Central,Retail,1,2011-12-15,2026-08-18
A00983,C00547,Line of Credit,Credit,Lending,Credit,1,Medium,CAD,1,ACTIVE,70441.73,2011-06-02,,BR015,Vancouver Branch 15,Vancouver,British Columbia,Canada,West,Retail,1,2011-06-02,2026-08-18
A00984,C00433,Line of Credit,Credit,Lending,Credit,1,Medium,CAD,1,CLOSED,64283.52,2017-04-01,2022-09-30,BR022,Calgary Branch 22,Calgary,Alberta,Canada,West,Retail,1,2017-04-01,2026-08-18
A00985,C00375,Savings,Deposit,Retail Banking,Deposit,1,Low,CAD,1,A,54573.36,2025-12-26,,BR005,Vancouver Branch 5,Vancouver,British Columbia,Canada,West,Retail,1,2025-12-26,2026-08-18
A00986,C01049,Checking,Deposit,Retail Banking,Deposit,0,Low,CAD,1,C,61237.99,2023-08-19,2024-03-02,BR025,Vancouver Branch 25,Vancouver,British Columbia,Canada,West,Retail,1,2023-08-19,2026-08-18
A00987,C00421,Line of Credit,Credit,Lending,Credit,1,Medium,CAD,1,C,38414.69,2023-06-07,2023-10-10,BR025,Calgary Branch 25,Calgary,Alberta,Canada,West,Retail,1,2023-06-07,2026-08-18
A00988,C01032,Line of Credit,Credit,Lending,Credit,1,Medium,CAD,1,ACTIVE,69485.75,2019-11-27,,BR023,Toronto Branch 23,Toronto,Ontario,Canada,Central,Retail,1,2019-11-27,2026-08-18
A00989,C00620,Line of Credit,Credit,Lending,Credit,1,Medium,CAD,1,C,31926.61,2010-12-28,2025-05-16,BR001,Vancouver Branch 1,Vancouver,British Columbia,Canada,West,Retail,1,2010-12-28,2026-08-18
A00990,C00866,CHEQUING,Deposit,Retail Banking,Deposit,0,Low,CAD,1,A,25867.36,2013-12-15,,BR018,Toronto Branch 18,Toronto,Ontario,Canada,Central,Retail,1,2013-12-15,2026-08-18
A00991,C00383,Savings,Deposit,Retail Banking,Deposit,1,Low,CAD,1,CLOSED,40417.06,2022-11-24,2023-02-22,BR007,Calgary Branch 7,Calgary,Alberta,Canada,West,Retail,1,2022-11-24,2026-08-18
A00992,C01191,Savings,Deposit,Retail Banking,Deposit,1,Low,CAD,1,A,47193.94,2022-03-19,,BR019,Halifax Branch 19,Halifax,Nova Scotia,Canada,Atlantic,Retail,1,2022-03-19,2026-08-18
A00993,C00316,Checking,Deposit,Retail Banking,Deposit,0,Low,CAD,1,ACTIVE,48799.08,2012-11-19,,BR018,Calgary Branch 18,Calgary,Alberta,Canada,West,Retail,1,2012-11-19,2026-08-18
A00994,C01094,Line of Credit,Credit,Lending,Credit,1,Medium,CAD,1,A,45482.88,2016-04-15,,BR001,Montreal Branch 1,Montreal,Quebec,Canada,Central,Retail,1,2016-04-15,2026-08-18
A00995,C01097,Line of Credit,Credit,Lending,Credit,1,Medium,CAD,1,C,2535.81,2018-03-13,2020-01-18,BR023,Montreal Branch 23,Montreal,Quebec,Canada,Central,Retail,1,2018-03-13,2026-08-18
A00996,C01159,Checking,Deposit,Retail Banking,Deposit,0,Low,CAD,1,A,10851.95,2017-06-10,,BR012,Halifax Branch 12,Halifax,Nova Scotia,Canada,Atlantic,Retail,1,2017-06-10,2026-08-18
A00997,C01104,Line of Credit,Credit,Lending,Credit,1,Medium,CAD,1,ACTIVE,5882.69,2010-07-20,,BR011,Vancouver Branch 11,Vancouver,British Columbia,Canada,West,Retail,1,2010-07-20,2026-08-18
A00998,C00476,Line of Credit,Credit,Lending,Credit,1,Medium,CAD,1,ACTIVE,95838.3,2010-06-09,,BR009,Toronto Branch 9,Toronto,Ontario,Canada,Central,Retail,1,2010-06-09,2026-08-18
A00999,C00229,Credit Card,Credit,Cards,Credit,1,Medium,CAD,1,A,46323.8,2011-12-05,,BR018,Toronto Branch 18,Toronto,Ontario,Canada,Central,Retail,1,2011-12-05,2026-08-18
A01000,C00234,Line of Credit,Credit,Lending,Credit,1,Medium,CAD,1,CLOSED,26743.47,2010-07-21,2025-01-03,BR008,Vancouver Branch 8,Vancouver,British Columbia,Canada,West,Retail,1,2010-07-21,2026-08-18
A01001,C00291,CREDIT CARD,Credit,Cards,Credit,1,Medium,CAD,1,C,92061.31,2011-02-13,2024-03-24,BR022,Calgary Branch 22,Calgary,Alberta,Canada,West,Retail,1,2011-02-13,2026-08-18
A01002,C00320,Savings,Deposit,Retail Banking,Deposit,1,Low,CAD,1,A,11000.98,2010-04-15,,BR002,Montreal Branch 2,Montreal,Quebec,Canada,Central,Retail,1,2010-04-15,2026-08-18
A01003,C01105,Line of Credit,Credit,Lending,Credit,1,Medium,CAD,1,ACTIVE,2624.33,2011-08-02,,BR021,Montreal Branch 21,Montreal,Quebec,Canada,Central,Retail,1,2011-08-02,2026-08-18
A01004,C00850,Savings,Deposit,Retail Banking,Deposit,1,Low,CAD,1,CLOSED,52633.56,2012-08-06,2016-01-18,BR020,Calgary Branch 20,Calgary,Alberta,Canada,West,Retail,1,2012-08-06,2026-08-18
A01005,C00938,Checking,Deposit,Retail Banking,Deposit,0,Low,CAD,1,A,65881.59,2019-09-11,,BR001,Montreal Branch 1,Montreal,Quebec,Canada,Central,Retail,1,2019-09-11,2026-08-18
A01006,C01106,Checking,Deposit,Retail Banking,Deposit,0,Low,CAD,1,CLOSED,8426.14,2020-10-06,2023-12-08,BR014,Calgary Branch 14,Calgary,Alberta,Canada,West,Retail,1,2020-10-06,2026-08-18
A01007,C00832,Savings,Deposit,Retail Banking,Deposit,1,Low,CAD,1,CLOSED,16734.8,2013-12-20,2016-07-09,BR016,Vancouver Branch 16,Vancouver,British Columbia,Canada,West,Retail,1,2013-12-20,2026-08-18
A01008,C00246,Line of Credit,Credit,Lending,Credit,1,Medium,CAD,1,ACTIVE,83987.53,2010-09-02,,BR008,Toronto Branch 8,Toronto,Ontario,Canada,Central,Retail,1,2010-09-02,2026-08-18
A01009,C00782,Line of Credit,Credit,Lending,Credit,1,Medium,CAD,1,C,26567.01,2015-07-07,2018-09-28,BR011,Halifax Branch 11,Halifax,Nova Scotia,Canada,Atlantic,Retail,1,2015-07-07,2026-08-18
A01010,C00605,Checking,Deposit,Retail Banking,Deposit,0,Low,CAD,1,CLOSED,7662.91,2020-09-22,2020-11-15,BR001,Montreal Branch 1,Montreal,Quebec,Canada,Central,Retail,1,2020-09-22,2026-08-18
A01011,C01200,Checking,Deposit,Retail Banking,Deposit,0,Low,CAD,1,ACTIVE,40486.1,2015-11-12,,BR001,Montreal Branch 1,Montreal,Quebec,Canada,Central,Retail,1,2015-11-12,2026-08-18
A01012,C00546,Savings,Deposit,Retail Banking,Deposit,1,Low,CAD,1,ACTIVE,399.97,2017-08-12,,BR018,Toronto Branch 18,Toronto,Ontario,Canada,Central,Retail,1,2017-08-12,2026-08-18
A01013,C00271,Line of Credit,Credit,Lending,Credit,1,Medium,CAD,1,CLOSED,75985.03,2011-04-20,2025-12-08,BR001,Vancouver Branch 1,Vancouver,British Columbia,Canada,West,Retail,1,2011-04-20,2026-08-18
A01014,C00871,CREDIT CARD,Credit,Cards,Credit,1,Medium,CAD,1,C,34869.02,2022-06-05,2022-09-29,BR008,Toronto Branch 8,Toronto,Ontario,Canada,Central,Retail,1,2022-06-05,2026-08-18
A01015,C00034,Credit Card,Credit,Cards,Credit,1,Medium,CAD,1,CLOSED,77777.89,2012-12-18,2021-04-13,BR009,Calgary Branch 9,Calgary,Alberta,Canada,West,Retail,1,2012-12-18,2026-08-18
A01016,C01168,Checking,Deposit,Retail Banking,Deposit,0,Low,CAD,1,ACTIVE,11445.07,2018-09-18,,BR023,Vancouver Branch 23,Vancouver,British Columbia,Canada,West,Retail,1,2018-09-18,2026-08-18
A01017,C00405,Line of Credit,Credit,Lending,Credit,1,Medium,CAD,1,C,39706.61,2017-09-12,2025-10-07,BR005,Vancouver Branch 5,Vancouver,British Columbia,Canada,West,Retail,1,2017-09-12,2026-08-18
A01018,C01084,Checking,Deposit,Retail Banking,Deposit,0,Low,CAD,1,CLOSED,60234.06,2023-01-13,2025-09-18,BR020,Toronto Branch 20,Toronto,Ontario,Canada,Central,Retail,1,2023-01-13,2026-08-18
A01019,C00357,Line of Credit,Credit,Lending,Credit,1,Medium,CAD,1,C,81567.96,2012-03-12,2024-12-28,BR022,Montreal Branch 22,Montreal,Quebec,Canada,Central,Retail,1,2012-03-12,2026-08-18
A01020,C01155,Checking,Deposit,Retail Banking,Deposit,0,Low,CAD,1,CLOSED,16161.45,2018-03-20,2020-05-13,BR014,Halifax Branch 14,Halifax,Nova Scotia,Canada,Atlantic,Retail,1,2018-03-20,2026-08-18
A01021,C01195,Checking,Deposit,Retail Banking,Deposit,0,Low,CAD,1,A,96633.09,2022-07-13,,BR019,Halifax Branch 19,Halifax,Nova Scotia,Canada,Atlantic,Retail,1,2022-07-13,2026-08-18
A01022,C01123,Line of Credit,Credit,Lending,Credit,1,Medium,CAD,1,ACTIVE,58592.76,2016-06-13,,BR024,Toronto Branch 24,Toronto,Ontario,Canada,Central,Retail,1,2016-06-13,2026-08-18
A01023,C01015,CHEQUING,Deposit,Retail Banking,Deposit,0,Low,CAD,1,CLOSED,55375.78,2020-09-24,2025-04-18,BR015,Toronto Branch 15,Toronto,Ontario,Canada,Central,Retail,1,2020-09-24,2026-08-18
A01024,C00522,Line of Credit,Credit,Lending,Credit,1,Medium,CAD,1,CLOSED,29761.34,2015-06-25,2015-09-13,BR008,Calgary Branch 8,Calgary,Alberta,Canada,West,Retail,1,2015-06-25,2026-08-18
A01025,C01082,Checking,Deposit,Retail Banking,Deposit,0,Low,CAD,1,ACTIVE,9112.39,2018-10-27,,BR007,Halifax Branch 7,Halifax,Nova Scotia,Canada,Atlantic,Retail,1,2018-10-27,2026-08-18
A01026,C00594,Checking,Deposit,Retail Banking,Deposit,0,Low,CAD,1,CLOSED,2447.76,2012-03-05,2012-06-23,BR003,Calgary Branch 3,Calgary,Alberta,Canada,West,Retail,1,2012-03-05,2026-08-18
A01027,C00465,CREDIT CARD,Credit,Cards,Credit,1,Medium,CAD,1,A,95636.69,2024-07-05,,BR010,Halifax Branch 10,Halifax,Nova Scotia,Canada,Atlantic,Retail,1,2024-07-05,2026-08-18
A01028,C01178,Savings,Deposit,Retail Banking,Deposit,1,Low,CAD,1,A,1176.61,2012-04-10,,BR017,Montreal Branch 17,Montreal,Quebec,Canada,Central,Retail,1,2012-04-10,2026-08-18
A01029,C01107,Line of Credit,Credit,Lending,Credit,1,Medium,CAD,1,CLOSED,2833.79,2014-11-27,2017-12-15,BR020,Montreal Branch 20,Montreal,Quebec,Canada,Central,Retail,1,2014-11-27,2026-08-18
A01030,C00675,Line of Credit,Credit,Lending,Credit,1,Medium,CAD,1,ACTIVE,29333.57,2022-05-06,,BR001,Montreal Branch 1,Montreal,Quebec,Canada,Central,Retail,1,2022-05-06,2026-08-18
