ticket_id,customer_id,ticket_date,category,priority,status,description,resolution_date,created_date,updated_date
T00732,C00121,2026-02-04,Online Banking,LOW,RESOLVED,Sample online banking issue 732,2026-02-06,2026-02-04,2026-02-06
T00733,C00513,2025-11-22,Card,HIGH,NEW,Sample card issue 733,,2025-11-22,2025-11-22
T00734,C01032,2026-06-16,Payments,HIGH,RESOLVED,Sample payments issue 734,2026-06-20,2026-06-16,2026-06-20
T00735,C01023,2026-06-02,Transfers,M,OPEN,Sample transfers issue 735,,2026-06-02,2026-06-02
T00736,C00781,2025-09-26,Transfers,L,RESOLVED,Sample transfers issue 736,2025-10-01,2025-09-26,2025-10-01
T00737,C01084,2025-10-31,Online Banking,HIGH,RESOLVED,Sample online banking issue 737,2025-11-04,2025-10-31,2025-11-04
T00738,C01174,2025-09-29,Payments,LOW,IN PROGRESS,Sample payments issue 738,,2025-09-29,2025-09-29
T00739,C00708,2026-07-05,Online Banking,L,OPEN,Sample online banking issue 739,,2026-07-05,2026-07-05
T00740,C00721,2026-04-23,Transfers,MEDIUM,NEW,Sample transfers issue 740,,2026-04-23,2026-04-23
T00741,C00934,2026-06-13,Mobile App,H,NEW,Sample mobile app issue 741,,2026-06-13,2026-06-13
T00742,C00299,2025-08-23,Card,H,NEW,Sample card issue 742,,2025-08-23,2025-08-23
T00743,C00696,2026-07-26,Mobile App,L,RESOLVED,Sample mobile app issue 743,2026-08-03,2026-07-26,2026-08-03
T00744,C00392,2025-12-09,Account,L,NEW,Sample account issue 744,,2025-12-09,2025-12-09
T00745,C00717,2025-12-24,Card,H,OPEN,Sample card issue 745,,2025-12-24,2025-12-24
T00746,C00092,2026-03-20,Card,M,IN PROGRESS,Sample card issue 746,,2026-03-20,2026-03-20
T00747,C00302,2025-09-06,Transfers,LOW,CLOSED,Sample transfers issue 747,2025-09-06,2025-09-06,2025-09-06
T00748,C00090,2025-11-27,Payments,M,RESOLVED,Sample payments issue 748,2025-11-27,2025-11-27,2025-11-27
T00749,C00373,2025-11-09,Card,M,OPEN,Sample card issue 749,,2025-11-09,2025-11-09
T00750,C00978,2026-08-12,Account,M,RESOLVED,Sample account issue 750,2026-08-23,2026-08-12,2026-08-23
T00751,C01187,2025-12-31,Online Banking,H,RESOLVED,Sample online banking issue 751,2026-01-10,2025-12-31,2026-01-10
T00752,C01030,2026-04-09,Transfers,LOW,OPEN,Sample transfers issue 752,,2026-04-09,2026-04-09
T00753,C00804,2025-10-23,Payments,LOW,CLOSED,Sample payments issue 753,2025-11-02,2025-10-23,2025-11-02
T00754,C00193,2026-04-08,Online Banking,MEDIUM,NEW,Sample online banking issue 754,,2026-04-08,2026-04-08
T00755,C00276,2026-03-03,Payments,HIGH,IN PROGRESS,Sample payments issue 755,,2026-03-03,2026-03-03
T00756,C01042,2025-11-28,Mobile App,L,CLOSED,Sample mobile app issue 756,2025-12-13,2025-11-28,2025-12-13
T00757,C00487,2026-01-04,Payments,H,RESOLVED,Sample payments issue 757,2026-01-15,2026-01-04,2026-01-15
T00758,C00263,2026-05-05,Payments,HIGH,RESOLVED,Sample payments issue 758,2026-05-06,2026-05-05,2026-05-06
T00759,C00201,2025-10-20,Online Banking,LOW,OPEN,Sample online banking issue 759,,2025-10-20,2025-10-20
T00760,C00573,2026-05-11,Online Banking,MEDIUM,CLOSED,Sample online banking issue 760,2026-05-23,2026-05-11,2026-05-23
T00761,C00916,2025-10-21,Transfers,H,IN PROGRESS,Sample transfers issue 761,,2025-10-21,2025-10-21
T00762,C01043,2025-10-27,Card,H,CLOSED,Sample card issue 762,2025-10-27,2025-10-27,2025-10-27
T00763,C00526,2026-05-04,Online Banking,L,IN PROGRESS,Sample online banking issue 763,,2026-05-04,2026-05-04
,C00504,2025-10-22,Transfers,L,IN PROGRESS,Sample transfers issue 764,,2025-10-22,2025-10-22
T00765,C00151,2026-05-24,Account,L,CLOSED,Sample account issue 765,2026-06-02,2026-05-24,2026-06-02
T00766,C00942,2025-08-19,Account,L,OPEN,Sample account issue 766,,2025-08-19,2025-08-19
T00767,C00631,2026-07-25,Card,MEDIUM,IN PROGRESS,Sample card issue 767,,2026-07-25,2026-07-25
T00768,C00735,2026-06-14,Mobile App,H,CLOSED,Sample mobile app issue 768,2026-06-21,2026-06-14,2026-06-21
T00769,C00116,2026-01-21,Transfers,L,RESOLVED,Sample transfers issue 769,2026-01-27,2026-01-21,2026-01-27
T00770,C00807,2026-03-02,Card,MEDIUM,NEW,Sample card issue 770,,2026-03-02,2026-03-02
T00771,C01059,2026-08-14,Mobile App,MEDIUM,CLOSED,Sample mobile app issue 771,2026-08-22,2026-08-14,2026-08-22
T00772,C00779,2025-10-02,Account,LOW,CLOSED,Sample account issue 772,2025-10-15,2025-10-02,2025-10-15
T00773,C00342,2025-09-14,Mobile App,M,NEW,Sample mobile app issue 773,,2025-09-14,2025-09-14
T00774,C01077,2025-09-13,Card,HIGH,CLOSED,Sample card issue 774,2025-09-18,2025-09-13,2025-09-18
T00775,C01080,2025-11-17,Online Banking,HIGH,OPEN,Sample online banking issue 775,,2025-11-17,2025-11-17
T00776,C00430,2026-06-01,Account,H,NEW,Sample account issue 776,,2026-06-01,2026-06-01
T00777,C01097,2026-01-07,Payments,LOW,CLOSED,Sample payments issue 777,2026-01-17,2026-01-07,2026-01-17
T00778,C01015,2026-03-19,Payments,L,RESOLVED,Sample payments issue 778,2026-04-03,2026-03-19,2026-04-03
T00779,C00664,2026-08-09,Account,L,CLOSED,Sample account issue 779,2026-08-21,2026-08-09,2026-08-21
T00780,C00575,2026-04-28,Transfers,L,RESOLVED,Sample transfers issue 780,2026-05-06,2026-04-28,2026-05-06
T00781,C00301,2026-03-05,Account,H,CLOSED,Sample account issue 781,2026-03-20,2026-03-05,2026-03-20
T00782,C00411,2026-04-22,Transfers,H,IN PROGRESS,Sample transfers issue 782,,2026-04-22,2026-04-22
T00783,C00676,2025-12-17,Account,L,IN PROGRESS,Sample account issue 783,,2025-12-17,2025-12-17
T00784,C01001,2025-10-01,Mobile App,M,NEW,Sample mobile app issue 784,,2025-10-01,2025-10-01
T00785,C00132,2025-11-16,Online Banking,LOW,RESOLVED,Sample online banking issue 785,2025-11-24,2025-11-16,2025-11-24
T00786,C00791,2025-09-27,Mobile App,LOW,IN PROGRESS,Sample mobile app issue 786,,2025-09-27,2025-09-27
T00787,C00247,2026-05-30,Account,LOW,RESOLVED,Sample account issue 787,2026-06-13,2026-05-30,2026-06-13
T00788,C01010,2025-09-19,Mobile App,MEDIUM,OPEN,Sample mobile app issue 788,,2025-09-19,2025-09-19
T00789,C00550,2026-04-09,Card,L,IN PROGRESS,Sample card issue 789,,2026-04-09,2026-04-09
T00790,C00148,2026-01-22,Account,M,IN PROGRESS,Sample account issue 790,,2026-01-22,2026-01-22
T00791,C00826,2025-09-24,Online Banking,MEDIUM,RESOLVED,Sample online banking issue 791,2025-10-03,2025-09-24,2025-10-03
T00792,C00017,2025-11-20,Card,H,CLOSED,Sample card issue 792,2025-12-03,2025-11-20,2025-12-03
T00793,C01033,2025-11-02,Account,HIGH,NEW,Sample account issue 793,,2025-11-02,2025-11-02
T00794,C00393,2026-07-18,Payments,H,OPEN,Sample payments issue 794,,2026-07-18,2026-07-18
T00795,C00974,2026-07-06,Mobile App,LOW,IN PROGRESS,Sample mobile app issue 795,,2026-07-06,2026-07-06
T00796,C00576,2025-09-25,Card,HIGH,NEW,Sample card issue 796,,2025-09-25,2025-09-25
T00797,C00441,2026-06-15,Mobile App,M,CLOSED,Sample mobile app issue 797,2026-06-23,2026-06-15,2026-06-23
T00798,C00782,2025-09-13,Payments,MEDIUM,CLOSED,Sample payments issue 798,2025-09-18,2025-09-13,2025-09-18
T00799,C01065,2025-11-08,Mobile App,M,OPEN,Sample mobile app issue 799,,2025-11-08,2025-11-08
T00800,C01037,2026-01-07,Online Banking,H,OPEN,Sample online banking issue 800,,2026-01-07,2026-01-07
T00801,C00403,2026-03-31,Card,M,OPEN,Sample card issue 801,,2026-03-31,2026-03-31
T00802,C00684,2025-11-08,Online Banking,HIGH,OPEN,Sample online banking issue 802,,2025-11-08,2025-11-08
T00803,C01080,2026-01-06,Account,MEDIUM,NEW,Sample account issue 803,,2026-01-06,2026-01-06
T00804,C00669,2026-01-26,Account,M,RESOLVED,Sample account issue 804,2026-01-29,2026-01-26,2026-01-29
T00805,C00502,2026-04-01,Account,L,RESOLVED,Sample account issue 805,2026-04-01,2026-04-01,2026-04-01
T00806,C00896,2026-06-01,Mobile App,MEDIUM,RESOLVED,Sample mobile app issue 806,2026-06-02,2026-06-01,2026-06-02
T00807,C00279,2026-04-04,Payments,H,RESOLVED,Sample payments issue 807,2026-04-08,2026-04-04,2026-04-08
T00808,C00423,2025-09-30,Transfers,MEDIUM,IN PROGRESS,Sample transfers issue 808,,2025-09-30,2025-09-30
T00809,C01175,2025-08-27,Mobile App,H,IN PROGRESS,Sample mobile app issue 809,,2025-08-27,2025-08-27
T00810,C01087,2026-06-25,Transfers,M,CLOSED,Sample transfers issue 810,2026-06-29,2026-06-25,2026-06-29
T00811,C00747,2026-01-21,Mobile App,LOW,RESOLVED,Sample mobile app issue 811,2026-01-25,2026-01-21,2026-01-25
T00812,C00732,2026-07-28,Online Banking,M,NEW,Sample online banking issue 812,,2026-07-28,2026-07-28
T00813,C00504,2025-09-20,Mobile App,H,NEW,Sample mobile app issue 813,,2025-09-20,2025-09-20
T00814,C00656,2025-09-08,Account,L,RESOLVED,Sample account issue 814,2025-09-22,2025-09-08,2025-09-22
T00815,C00792,2026-06-08,Card,HIGH,OPEN,Sample card issue 815,,2026-06-08,2026-06-08
T00816,C00760,2026-01-17,Card,MEDIUM,IN PROGRESS,Sample card issue 816,,2026-01-17,2026-01-17
T00817,C00810,2025-12-17,Account,H,CLOSED,Sample account issue 817,2025-12-25,2025-12-17,2025-12-25
T00818,C00704,2026-01-02,Payments,H,CLOSED,Sample payments issue 818,2026-01-02,2026-01-02,2026-01-02
T00819,C01034,2025-09-11,Mobile App,H,CLOSED,Sample mobile app issue 819,2025-09-14,2025-09-11,2025-09-14
T00820,C00141,2025-12-28,Account,HIGH,RESOLVED,Sample account issue 820,2026-01-08,2025-12-28,2026-01-08
T00821,C00197,2025-10-29,Account,M,IN PROGRESS,Sample account issue 821,,2025-10-29,2025-10-29
T00822,C00422,2030-01-01,Account,LOW,NEW,Sample account issue 822,,2030-01-01,2025-10-13
T00823,C01109,2026-06-28,Mobile App,HIGH,RESOLVED,Sample mobile app issue 823,2026-07-06,2026-06-28,2026-07-06
T00824,C00689,2025-11-25,Mobile App,LOW,NEW,Sample mobile app issue 824,,2025-11-25,2025-11-25
T00825,C00912,2025-10-30,Payments,MEDIUM,RESOLVED,Sample payments issue 825,2025-11-07,2025-10-30,2025-11-07
T00826,C00076,2026-02-20,Mobile App,MEDIUM,RESOLVED,Sample mobile app issue 826,2026-03-02,2026-02-20,2026-03-02
T00827,C00621,2026-08-09,Account,LOW,IN PROGRESS,Sample account issue 827,,2026-08-09,2026-08-09
T00828,C00431,2025-10-09,Transfers,LOW,IN PROGRESS,Sample transfers issue 828,,2025-10-09,2025-10-09
T00829,C01100,2026-03-15,Payments,MEDIUM,NEW,Sample payments issue 829,,2026-03-15,2026-03-15
T00830,C00841,2025-09-16,Account,L,RESOLVED,Sample account issue 830,2025-09-19,2025-09-16,2025-09-19
T00831,C00006,2026-05-21,Transfers,L,NEW,Sample transfers issue 831,,2026-05-21,2026-05-21
T00832,C00830,2026-04-04,Payments,LOW,CLOSED,Sample payments issue 832,2026-04-05,2026-04-04,2026-04-05
T00833,C00709,2026-04-17,Online Banking,HIGH,IN PROGRESS,Sample online banking issue 833,,2026-04-17,2026-04-17
T00834,C00256,2026-02-15,Payments,H,CLOSED,Sample payments issue 834,2026-03-01,2026-02-15,2026-03-01
T00835,C00253,2025-09-13,Online Banking,M,OPEN,Sample online banking issue 835,,2025-09-13,2025-09-13
T00836,C00932,2025-09-23,Payments,HIGH,IN PROGRESS,Sample payments issue 836,,2025-09-23,2025-09-23
T00837,C00147,2026-03-24,Card,LOW,CLOSED,Sample card issue 837,2026-04-01,2026-03-24,2026-04-01
T00838,C00355,2026-04-06,Card,M,CLOSED,Sample card issue 838,2026-04-21,2026-04-06,2026-04-21
T00839,C00522,2026-02-12,Payments,H,RESOLVED,Sample payments issue 839,2026-02-22,2026-02-12,2026-02-22
T00840,C01000,2026-04-26,Account,M,IN PROGRESS,Sample account issue 840,,2026-04-26,2026-04-26
T00841,C00767,2026-07-01,Transfers,MEDIUM,RESOLVED,Sample transfers issue 841,2026-07-11,2026-07-01,2026-07-11
T00842,C00487,2026-05-01,Card,HIGH,CLOSED,Sample card issue 842,2026-05-11,2026-05-01,2026-05-11
T00843,C00716,2025-11-17,Account,L,IN PROGRESS,Sample account issue 843,,2025-11-17,2025-11-17
T00844,C00618,2026-08-09,Payments,MEDIUM,CLOSED,Sample payments issue 844,2026-08-20,2026-08-09,2026-08-20
T00845,C00838,2026-02-14,Transfers,MEDIUM,CLOSED,Sample transfers issue 845,2026-02-17,2026-02-14,2026-02-17
T00846,C00538,2026-07-27,Mobile App,LOW,NEW,Sample mobile app issue 846,,2026-07-27,2026-07-27
T00847,C00841,2025-09-25,Card,HIGH,OPEN,Sample card issue 847,,2025-09-25,2025-09-25
T00848,C00619,2026-04-18,Transfers,MEDIUM,NEW,Sample transfers issue 848,,2026-04-18,2026-04-18
T00849,C00953,2026-08-18,Online Banking,H,IN PROGRESS,Sample online banking issue 849,,2026-08-18,2026-08-18
T00850,C00197,2026-04-12,Transfers,M,RESOLVED,Sample transfers issue 850,2026-04-26,2026-04-12,2026-04-26
T00851,C00503,2025-12-09,Transfers,M,CLOSED,Sample transfers issue 851,2025-12-24,2025-12-09,2025-12-24
T00852,C00655,2026-06-16,Transfers,L,CLOSED,Sample transfers issue 852,2026-06-27,2026-06-16,2026-06-27
T00853,C00444,2026-02-25,Mobile App,MEDIUM,OPEN,Sample mobile app issue 853,,2026-02-25,2026-02-25
T00854,C00825,2026-03-26,Transfers,H,IN PROGRESS,Sample transfers issue 854,,2026-03-26,2026-03-26
T00855,C00796,2026-06-17,Card,H,RESOLVED,Sample card issue 855,2026-06-17,2026-06-17,2026-06-17
T00856,C00713,2026-08-09,Payments,L,OPEN,Sample payments issue 856,,2026-08-09,2026-08-09
T00857,C00081,2025-09-05,Transfers,H,OPEN,Sample transfers issue 857,,2025-09-05,2025-09-05
T00858,C00943,2026-01-06,Payments,L,OPEN,Sample payments issue 858,,2026-01-06,2026-01-06
T00859,C00069,2025-09-22,Mobile App,MEDIUM,IN PROGRESS,Sample mobile app issue 859,,2025-09-22,2025-09-22
T00860,C00641,2025-11-13,Mobile App,M,RESOLVED,Sample mobile app issue 860,2025-11-18,2025-11-13,2025-11-18
T00861,C00320,2025-09-04,Payments,H,OPEN,Sample payments issue 861,,2025-09-04,2025-09-04
T00862,C01126,2026-02-13,Transfers,L,CLOSED,Sample transfers issue 862,2026-02-20,2026-02-13,2026-02-20
T00863,C00512,2026-01-13,Transfers,M,RESOLVED,Sample transfers issue 863,2026-01-25,2026-01-13,2026-01-25
T00864,C00754,2026-05-09,Card,LOW,RESOLVED,Sample card issue 864,2026-05-24,2026-05-09,2026-05-24
T00865,C01002,2026-02-17,Online Banking,H,CLOSED,Sample online banking issue 865,2026-03-02,2026-02-17,2026-03-02
T00866,C01094,2025-12-29,Card,L,NEW,Sample card issue 866,,2025-12-29,2025-12-29
T00867,C00438,2026-05-01,Online Banking,HIGH,IN PROGRESS,Sample online banking issue 867,,2026-05-01,2026-05-01
T00868,C00015,2026-02-23,Card,H,OPEN,Sample card issue 868,,2026-02-23,2026-02-23
T00869,C00959,2026-04-01,Online Banking,M,NEW,Sample online banking issue 869,,2026-04-01,2026-04-01
T00870,C00465,2026-05-26,Mobile App,MEDIUM,RESOLVED,Sample mobile app issue 870,2026-06-04,2026-05-26,2026-06-04
T00871,C00983,2026-01-23,Account,LOW,NEW,Sample account issue 871,,2026-01-23,2026-01-23
T00872,C00549,2025-11-01,Online Banking,L,RESOLVED,Sample online banking issue 872,2025-11-15,2025-11-01,2025-11-15
T00873,C00023,2026-08-07,Transfers,LOW,NEW,Sample transfers issue 873,,2026-08-07,2026-08-07
T00874,C00895,2026-07-23,Account,M,RESOLVED,Sample account issue 874,2026-07-30,2026-07-23,2026-07-30
T00875,C00052,2025-11-04,Payments,L,NEW,Sample payments issue 875,,2025-11-04,2025-11-04
T00876,C00851,2026-05-21,Card,HIGH,IN PROGRESS,Sample card issue 876,,2026-05-21,2026-05-21
T00877,C00140,2025-12-20,Transfers,HIGH,CLOSED,Sample transfers issue 877,2025-12-28,2025-12-20,2025-12-28
T00878,C01195,2025-12-02,Payments,H,CLOSED,Sample payments issue 878,2025-12-14,2025-12-02,2025-12-14
T00879,C00264,2026-07-04,Transfers,HIGH,NEW,Sample transfers issue 879,,2026-07-04,2026-07-04
T00880,C00341,2026-05-25,Account,M,OPEN,Sample account issue 880,,2026-05-25,2026-05-25
T00881,C01200,2026-05-29,Online Banking,MEDIUM,RESOLVED,Sample online banking issue 881,2026-05-31,2026-05-29,2026-05-31
T00882,C00627,2025-09-24,Account,MEDIUM,CLOSED,Sample account issue 882,2025-09-28,2025-09-24,2025-09-28
T00883,C00559,2026-03-08,Transfers,MEDIUM,RESOLVED,Sample transfers issue 883,2026-03-16,2026-03-08,2026-03-16
T00884,C00768,2026-02-09,Card,LOW,NEW,Sample card issue 884,,2026-02-09,2026-02-09
T00885,C00157,2026-03-09,Account,H,IN PROGRESS,Sample account issue 885,,2026-03-09,2026-03-09
T00886,C01091,2025-11-25,Transfers,LOW,OPEN,Sample transfers issue 886,,2025-11-25,2025-11-25
T00887,C00438,2025-08-27,Online Banking,MEDIUM,IN PROGRESS,Sample online banking issue 887,,2025-08-27,2025-08-27
T00888,C00038,2025-12-31,Mobile App,LOW,NEW,Sample mobile app issue 888,,2025-12-31,2025-12-31
T00889,C00423,2026-02-26,Online Banking,L,NEW,Sample online banking issue 889,,2026-02-26,2026-02-26
T00890,C00444,2025-09-21,Transfers,MEDIUM,CLOSED,Sample transfers issue 890,2025-09-24,2025-09-21,2025-09-24
T00891,C01100,2026-01-11,Online Banking,M,CLOSED,Sample online banking issue 891,2026-01-20,2026-01-11,2026-01-20
T00892,C00783,2025-12-07,Account,LOW,OPEN,Sample account issue 892,,2025-12-07,2025-12-07
T00893,C00153,2026-06-11,Online Banking,M,NEW,Sample online banking issue 893,,2026-06-11,2026-06-11
T00894,C00498,2025-09-14,Card,M,CLOSED,Sample card issue 894,2025-09-21,2025-09-14,2025-09-21
T00895,C00228,2026-04-04,Online Banking,HIGH,OPEN,Sample online banking issue 895,,2026-04-04,2026-04-04
T00896,C00425,2026-01-04,Mobile App,MEDIUM,NEW,Sample mobile app issue 896,,2026-01-04,2026-01-04
T00897,C01041,2026-08-13,Online Banking,MEDIUM,NEW,Sample online banking issue 897,,2026-08-13,2026-08-13
T00898,C00989,2026-01-28,Payments,H,IN PROGRESS,Sample payments issue 898,,2026-01-28,2026-01-28
T00899,C00990,2025-10-29,Payments,MEDIUM,OPEN,Sample payments issue 899,,2025-10-29,2025-10-29
T00900,C00773,2026-06-24,Payments,HIGH,CLOSED,Sample payments issue 900,2026-07-01,2026-06-24,2026-07-01
T00901,C00990,2025-10-13,Online Banking,MEDIUM,IN PROGRESS,Sample online banking issue 901,,2025-10-13,2025-10-13
T00902,C00853,2025-09-18,Transfers,HIGH,RESOLVED,Sample transfers issue 902,2025-09-20,2025-09-18,2025-09-20
T00903,C00578,2026-07-01,Online Banking,L,RESOLVED,Sample online banking issue 903,2026-07-05,2026-07-01,2026-07-05
T00904,C00102,2025-11-23,Mobile App,LOW,CLOSED,Sample mobile app issue 904,2025-12-05,2025-11-23,2025-12-05
T00905,C00799,2026-03-18,Mobile App,L,OPEN,Sample mobile app issue 905,,2026-03-18,2026-03-18
T00906,C00332,2026-04-27,Card,MEDIUM,OPEN,Sample card issue 906,,2026-04-27,2026-04-27
T00907,C00526,2026-03-19,Payments,L,IN PROGRESS,Sample payments issue 907,,2026-03-19,2026-03-19
T00908,C00171,2026-01-11,Online Banking,MEDIUM,RESOLVED,Sample online banking issue 908,2026-01-20,2026-01-11,2026-01-20
T00909,C00473,2026-07-31,Transfers,L,IN PROGRESS,Sample transfers issue 909,,2026-07-31,2026-07-31
T00910,C00513,2025-09-03,Payments,L,OPEN,Sample payments issue 910,,2025-09-03,2025-09-03
T00911,C00032,2026-08-02,Transfers,HIGH,CLOSED,Sample transfers issue 911,2026-08-17,2026-08-02,2026-08-17
T00912,C00235,2026-03-19,Account,LOW,NEW,Sample account issue 912,,2026-03-19,2026-03-19
T00913,C01132,2025-10-17,Online Banking,H,RESOLVED,Sample online banking issue 913,2025-10-18,2025-10-17,2025-10-18
T00914,C00814,2026-02-08,Card,L,CLOSED,Sample card issue 914,2026-02-11,2026-02-08,2026-02-11
T00915,C00023,2026-06-07,Payments,MEDIUM,CLOSED,Sample payments issue 915,2026-06-19,2026-06-07,2026-06-19
T00916,C00681,2026-03-30,Online Banking,HIGH,NEW,Sample online banking issue 916,,2026-03-30,2026-03-30
T00917,C00816,2026-07-15,Transfers,LOW,CLOSED,Sample transfers issue 917,2026-07-22,2026-07-15,2026-07-22
T00918,C00823,2026-06-09,Card,H,IN PROGRESS,Sample card issue 918,,2026-06-09,2026-06-09
T00919,C00868,2026-06-08,Online Banking,L,NEW,Sample online banking issue 919,,2026-06-08,2026-06-08
T00920,C00566,2026-08-06,Account,L,CLOSED,Sample account issue 920,2026-08-20,2026-08-06,2026-08-20
T00921,C00475,2026-08-13,Mobile App,HIGH,NEW,Sample mobile app issue 921,,2026-08-13,2026-08-13
T00922,C00611,2026-02-11,Mobile App,HIGH,CLOSED,Sample mobile app issue 922,2026-02-18,2026-02-11,2026-02-18
T00923,C00837,2025-09-03,Online Banking,M,CLOSED,Sample online banking issue 923,2025-09-05,2025-09-03,2025-09-05
T00924,C00173,2026-01-01,Account,MEDIUM,NEW,Sample account issue 924,,2026-01-01,2026-01-01
T00925,C00773,2026-03-12,Account,L,IN PROGRESS,Sample account issue 925,,2026-03-12,2026-03-12
T00926,C00054,2026-04-29,Online Banking,HIGH,IN PROGRESS,Sample online banking issue 926,,2026-04-29,2026-04-29
T00927,C00182,2026-07-08,Online Banking,HIGH,IN PROGRESS,Sample online banking issue 927,,2026-07-08,2026-07-08
T00928,C00178,2025-11-13,Card,L,NEW,Sample card issue 928,,2025-11-13,2025-11-13
T00929,C01194,2026-03-02,Mobile App,LOW,IN PROGRESS,Sample mobile app issue 929,,2026-03-02,2026-03-02
T00930,C00695,2025-12-15,Card,L,CLOSED,Sample card issue 930,2025-12-15,2025-12-15,2025-12-15
T00931,C01010,2025-12-29,Payments,H,OPEN,Sample payments issue 931,,2025-12-29,2025-12-29
T00932,C00067,2025-12-13,Card,M,OPEN,Sample card issue 932,,2025-12-13,2025-12-13
T00933,C01174,2026-01-20,Online Banking,M,CLOSED,Sample online banking issue 933,2026-02-03,2026-01-20,2026-02-03
T00934,C00783,2026-07-12,Account,H,NEW,Sample account issue 934,,2026-07-12,2026-07-12
T00935,C00519,2026-03-03,Payments,L,OPEN,Sample payments issue 935,,2026-03-03,2026-03-03
T00936,C00490,2026-04-22,Card,MEDIUM,CLOSED,Sample card issue 936,2026-05-02,2026-04-22,2026-05-02
T00937,C01142,2026-02-02,Online Banking,MEDIUM,CLOSED,Sample online banking issue 937,2026-02-10,2026-02-02,2026-02-10
T00938,C00893,2026-01-24,Transfers,H,RESOLVED,Sample transfers issue 938,2026-02-07,2026-01-24,2026-02-07
T00939,C00636,2026-08-14,Card,M,RESOLVED,Sample card issue 939,2026-08-22,2026-08-14,2026-08-22
T00940,C00478,2025-09-17,Transfers,H,CLOSED,Sample transfers issue 940,2025-10-01,2025-09-17,2025-10-01
T00941,C00467,2025-09-25,Online Banking,HIGH,RESOLVED,Sample online banking issue 941,2025-10-02,2025-09-25,2025-10-02
T00942,C00861,2026-05-20,Mobile App,LOW,IN PROGRESS,Sample mobile app issue 942,,2026-05-20,2026-05-20
T00943,C00541,2025-12-30,Payments,M,IN PROGRESS,Sample payments issue 943,,2025-12-30,2025-12-30
T00944,C01112,2026-06-20,Account,M,OPEN,Sample account issue 944,,2026-06-20,2026-06-20
T00945,C00622,2025-11-18,Mobile App,LOW,OPEN,Sample mobile app issue 945,,2025-11-18,2025-11-18
T00946,C01109,2026-01-06,Online Banking,H,NEW,Sample online banking issue 946,,2026-01-06,2026-01-06
T00947,C00593,2026-02-23,Account,HIGH,RESOLVED,Sample account issue 947,2026-02-23,2026-02-23,2026-02-23
T00948,C01196,2025-12-14,Payments,M,OPEN,Sample payments issue 948,,2025-12-14,2025-12-14
T00949,C00847,2025-10-26,Payments,H,IN PROGRESS,Sample payments issue 949,,2025-10-26,2025-10-26
T00950,C00992,2026-06-26,Online Banking,L,OPEN,Sample online banking issue 950,,2026-06-26,2026-06-26
T00951,C00742,2025-12-19,Payments,M,RESOLVED,Sample payments issue 951,2025-12-28,2025-12-19,2025-12-28
T00952,C00700,2025-09-08,Payments,MEDIUM,IN PROGRESS,Sample payments issue 952,,2025-09-08,2025-09-08
T00953,C00341,2026-06-03,Card,MEDIUM,CLOSED,Sample card issue 953,2026-06-17,2026-06-03,2026-06-17
T00954,C01039,2025-09-03,Account,M,CLOSED,Sample account issue 954,2025-09-09,2025-09-03,2025-09-09
,C01188,2026-04-03,Card,H,OPEN,Sample card issue 955,,2026-04-03,2026-04-03
T00956,C00779,2025-10-11,Transfers,L,CLOSED,Sample transfers issue 956,2025-10-19,2025-10-11,2025-10-19
T00957,C00777,2026-02-21,Payments,LOW,RESOLVED,Sample payments issue 957,2026-02-21,2026-02-21,2026-02-21
T00958,C00836,2025-10-20,Transfers,H,CLOSED,Sample transfers issue 958,2025-10-25,2025-10-20,2025-10-25
T00959,C01123,2030-01-01,Payments,MEDIUM,CLOSED,Sample payments issue 959,2026-05-03,2030-01-01,2026-05-03
T00960,C00935,2026-08-01,Payments,MEDIUM,CLOSED,Sample payments issue 960,2026-08-15,2026-08-01,2026-08-15
T00961,C00084,2025-10-17,Payments,LOW,IN PROGRESS,Sample payments issue 961,,2025-10-17,2025-10-17
T00962,C00771,2026-05-05,Card,HIGH,CLOSED,Sample card issue 962,2026-05-18,2026-05-05,2026-05-18
T00963,C00910,2025-12-07,Transfers,H,RESOLVED,Sample transfers issue 963,2025-12-12,2025-12-07,2025-12-12
T00964,C00897,2025-09-09,Online Banking,HIGH,OPEN,Sample online banking issue 964,,2025-09-09,2025-09-09
T00965,C01135,2026-02-16,Card,L,OPEN,Sample card issue 965,,2026-02-16,2026-02-16
T00966,C00067,2026-01-16,Card,MEDIUM,NEW,Sample card issue 966,,2026-01-16,2026-01-16
T00967,C00414,2025-11-15,Account,HIGH,NEW,Sample account issue 967,,2025-11-15,2025-11-15
T00968,C00496,2026-04-22,Transfers,H,NEW,Sample transfers issue 968,,2026-04-22,2026-04-22
T00969,C00471,2026-06-06,Mobile App,M,NEW,Sample mobile app issue 969,,2026-06-06,2026-06-06
T00970,C00057,2026-03-28,Payments,MEDIUM,RESOLVED,Sample payments issue 970,2026-03-28,2026-03-28,2026-03-28
T00971,C00465,2025-11-02,Transfers,LOW,IN PROGRESS,Sample transfers issue 971,,2025-11-02,2025-11-02
T00972,C00268,2026-08-17,Transfers,HIGH,RESOLVED,Sample transfers issue 972,2026-08-28,2026-08-17,2026-08-28
T00973,C00288,2026-02-25,Account,L,RESOLVED,Sample account issue 973,2026-03-09,2026-02-25,2026-03-09
T00974,C01036,2026-03-15,Card,M,OPEN,Sample card issue 974,,2026-03-15,2026-03-15
